publish_date,title,channel,time_periods,coordinate_count,coordinates,coordinates_raw,content_preview,url,scraped_at,start_date,end_date
2026-07-20,军事任务—冀航警466/26,河北海事局,07/21 0000 至 07/23 2400,4,"39.4097,119.2289; 39.4097,119.2922; 39.3225,119.4964; 39.1878,119.1983",N 39°24′35″、E 119°13′44″; N39°24′35″、E 119°17′32″; N39°19′21″、E 119°29′47″; N39°11′16″、E 119°11′54″,冀航警466/26，渤海，7月21日0000时至7月23日2400时， 以N 39°24′35″、E 119°13′44″为顶点，正东方向至N39°24′35″、E 119°17′32″，再至N39°19′21″、E 119°29′47″端点，顶点正南偏西6°方向至N39°11′16″、E 119°11′54″端点，以顶点为中心半径25公里的部分圆弧将两个端点连接，形成不规则的闭合范围。该区域内进行实弹射击活动。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/37a5d0d6b80549539719e470a2a7ea9e.html?hav=1jWj6r2hy2JdJztOjrEnv4GuIL,2026-07-20T05:49:11.029607,2026-07-21,2026-07-23
2026-07-21,舟山黄它山水域军事活动—浙航警641/26,浙江海事局,07/22 0900-1400,4,"30.0833,122.3; 30.0833,122.3333; 30.1067,122.3333; 30.1067,122.3",30-05.00N 122-18.00E; 30-05.00N 122-20.00E; 30-06.40N 122-20.00E; 30-06.40N 122-18.00E,浙航警641/26，东海，7月22日0900时至1400时在30-05.00N 122-18.00E，30-05.00N 122-20.00E，30-06.40N 122-20.00E和30-06.40N 122-18.00E诸点连线范围内水域，进行军事射击训练，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/91f0e036ac6d40ceb3bbf1f273b58cdc.html?hav=1jWj6r2hy2JdK1M9NkZ6z5m73m,2026-07-22T05:28:50.768404,2026-07-22,2026-07-22
2026-07-21,实弹射击—云航警117/26,连云港海事局,07/22 1000-1300,4,"35.0667,120.0; 35.0667,120.2167; 34.7333,120.2167; 34.7333,120.0",35-04.00N 120-00.00E; 35-04.00N 120-13.00E; 34-44.00N 120-13.00E; 34-44.00N 120-00.00E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 连云港海事局 实弹射击—云航警117/26 来源：连云港海事局 文号：云航警117/26 发布时间：2026-07-21 17:48 [字体： 大 中 小 ] 分享到： 云航警117/26，黄海南部，7月22日1000时至1300时，在35-04.00N 120-00.00E、35-04.00N 120-13.00E、34-44.00N 120-13.00E和34-44.00N 120-00.00E四点连线范围内进行实弹射击，禁止驶入。 收藏 打印本页 关闭窗口 下载PDF文件 分享到微信朋友圈 x 打开微信，点击底部的“发现”， 使用“扫,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/f497a44d94c140a3a3b8024ba261c59c.html?hav=1jWj6r2hy2JdK1M9NjHBgefTIe,2026-07-22T05:29:40.652226,2026-07-22,2026-07-22
2026-07-22,舟山中块岛水域军事活动—浙航警646/26,浙江海事局,07/23 0700-2200,4,"30.4633,122.9075; 30.4633,122.9712; 30.4092,122.97; 30.4092,122.9075",30-27.80N 122-54.45E; 30-27.80N 122-58.27E; 30-24.55N 122-58.20E; 30-24.55N 122-54.45E,浙航警646/26，东海，7月23日0700时至2200时在30-27.80N 122-54.45E，30-27.80N 122-58.27E，30-24.55N 122-58.20E和30-24.55N 122-54.45E诸点连线范围内水域，进行军事射击训练，禁止驶入。撤销浙航警645/26。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/dca4e050f19e4d72be0ea99c42f2f06d.html?hav=1jWj6r2hy2JdK2otwIZycmH9ec,2026-07-23T05:34:01.899505,2026-07-23,2026-07-23
2026-07-22,ZHOUSHAN ZHONGKUAI ISLAND MILITARY ACTIVITY—ZJ281/26,浙江海事局,,3,"30.4633,122.9075; 30.4633,122.9712; 30.4092,122.97",30-27.80N 122-54.45E; 30-27.80N 122-58.27E; 30-24.55N 122-58.20E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 浙江海事局 ZHOUSHAN ZHONGKUAI ISLAND MILITARY ACTIVITY—ZJ281/26 来源：舟山海事局 文号：ZJ281/26 发布时间：2026-07-22 16:18 [字体： 大 中 小 ] 分享到： ZJ281/26 EAST CHINA SEA CHINA SEA GUN FIRING IN AREA BOUNDED BY THE LINES JOINING 30-27.80N 122-54.45E，30-27.80N 122-58.27E，30-24.55N 122-58.20E AND 30-2,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/33d56e2871d20a01.html?hav=1jWj6r2hy2JdK2otwIZycmH9ec,2026-07-23T05:34:00.084524,,
2026-07-22,军事演习—闽航警126/26,福建海事局,07/23 0600-1800；07/24 0600-1800,0,,,闽航警126/26，台湾海峡，东海， 2026年7月23日0600时至1800时，在以下五点连线范围内进行实弹射击： 1）23-41.31N、117-31.49E 2）23-36.23N、117-28.73E 3）23-35.10N、117-30.10E 4）23-38.60N、117-36.21E 5）23-41.30N、117-34.58E 7月24日0600时至1800时，在以下四点连线范围内进行实弹射击： 1）23-37.00N、117-26.50E 2）23-37.00N、117-29.50E 3）23-33.00N、117-29.50E 4）23-33.00N、117-26.50E 禁止进入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/c8e1fab9bb07494990a47b7121bc56e2.html?hav=1jWj6r2hy2JdK2otwL9pRpIYDA,2026-07-23T05:34:11.027033,2026-07-23,2026-07-24
2026-07-22,MILITARY EXERCISE—FJ125/26,福建海事局,07/22 2200 至 07/23 1000；07/23 2200 至 07/24 1000,0,,,"FJ125/26 TAIWAN STRAIT , EAST CHINA SEA GUN FIRING FROM 222200UTC TO 231000UTC JUL , IN AREA BOUNDED BY THE LINES JOINING 1）23-41.31N、117-31.49E 2）23-36.23N、117-28.73E 3）23-35.10N、117-30.10E 4）23-38.60N、117-36.21E 5）23-41.30N、117-34.58E FROM 232200UTC TO 241000UTC JUL, IN AREA BOUNDED BY THE LINES JOINING 1）23-37.00N、117-26.50E 2）23-37.00N、117-29.50E 3）23-33.00N、117-29.50E 4）23-33.00N、117-26.50E CAUTION ADVISED, ENTERING PROHIBITED． FUJIAN MSA CHINA．",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/40abaea3410ebd4e.html?hav=1jWj6r2hy2JdK2otwL9pRpIYDA,2026-07-23T05:34:09.168337,2026-07-22,2026-07-24
2026-07-22,军事训练—桂航警166/26,广西海事局,07/23 0600 至 07/26 2000,11,"21.3037,109.5018; 21.3268,109.6342; 21.2225,109.677; 20.6672,109.5492; 20.0202,108.7047; 20.3035,108.4633; 20.8928,109.2298; 21.0025,109.3025; 20.667,109.5495; 20.5272,109.3647; 20.7742,109.0792",21-18.22N 109-30.11E; 21-19.61N 109-38.05E; 21-13.35N 109-40.62E; 20-40.03N 109-32.95E; 20-01.21N 108-42.28E; 20-18.21N 108-27.80E; 20-53.57N 109-13.79E; 21-00.15N 109-18.15E; 20-40.02N 109-32.97E; 20-31.63N 109-21.88E; 20-46.45N 109-04.75E,桂航警166/26，北部湾，7月23日0600时至26日2000时，将在1）21-18.22N 109-30.11E；2）21-19.61N 109-38.05E；3）21-13.35N 109-40.62E；4）20-40.03N 109-32.95E；5）20-01.21N 108-42.28E；6）20-18.21N 108-27.80E；7）20-53.57N 109-13.79E诸点连线海域范围内进行军事训练，禁止船舶驶入。训练期间每日2000时至次日0300时船舶可由1）21-00.15N 109-18.15E；2）20-40.02N 109-32.97E；3）20-31.63N 109-21.88E；4）20-46.45N 109-04.75E诸点连线范围内驶过。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/c547c212bf0c430c8cbbbf29d3db443a.html?hav=1jWj6r2hy2JdK2otr2QEhJ4SN6,2026-07-22T05:29:08.582548,2026-07-23,2026-07-26
2026-07-22,实弹射击—鲁航警584/26,山东海事局,07/23 1800 至 07/24 2400,4,"37.3445,119.3297; 37.3412,119.3883; 37.1762,119.3908; 37.1647,119.2937",37-20.67N 119-19.78E; 37-20.47N 119-23.30E; 37-10.57N 119-23.45E; 37-09.88N 119-17.62E,鲁航警584/26，渤海 潍坊港，7月23日1800时至24日2400时在37-20.67N 119-19.78E、37-20.47N 119-23.30E、37-10.57N 119-23.45E、37-09.88N 119-17.62E诸点连线范围内进行实弹射击。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/74e3d53bb95b4db4aea6eda60efc400c.html?hav=1jWj6r2hy2JdK2otwAqPK9ZFJg,2026-07-22T05:28:46.334209,2026-07-23,2026-07-24
2026-07-22,MILITARY TRAINING—GX64/26,广西海事局,07/22 2200 至 07/26 1200；07/23-07/25 每日 1200-1900,11,"21.3037,109.5018; 21.3268,109.6342; 21.2225,109.677; 20.6672,109.5492; 20.0202,108.7047; 20.3035,108.4633; 20.8928,109.2298; 21.0025,109.3025; 20.667,109.5495; 20.5272,109.3647; 20.7742,109.0792",21-18.22N 109-30.11E; 21-19.61N 109-38.05E; 21-13.35N 109-40.62E; 20-40.03N 109-32.95E; 20-01.21N 108-42.28E; 20-18.21N 108-27.80E; 20-53.57N 109-13.79E; 21-00.15N 109-18.15E; 20-40.02N 109-32.97E; 20-31.63N 109-21.88E; 20-46.45N 109-04.75E,"GX64/26 发布时间：2026-07-22 09:01 [字体： 大 中 小 ] 分享到： GX64/26 ,BEIBU BAY, MILITARY TRAINING IN AREA BOUNDED BY THE LINES JOINING 1）21-18.22N 109-30.11E；2）21-19.61N 109-38.05E；3）21-13.35N 109-40.62E；4）20-40.03N 109-32.95E；5）20-01.21N 108-42.28E；6）20-18.21N 108-27.80E；7）20-53.57N 109-13.79E FROM 222200UTC TO 261200UTC JUL．ENTERING PROHIBITED．VESSELS ARE PERMITTED TO TRANSIT AREA BOUNDED BY THE LINES JOINING 1）21-00.15N 109-18.15E；2）20-40.02N 109-32.97E；3）20-31.63N 109-21.88E；4）20-46.45N 109-04.75E 1200UTC TO 1900UTC DAILY FROM 23 TO 25 JUL. GUANGXI MSA CHINA.",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/cd38da712a493c99.html?hav=1jWj6r2hy2JdK2otr2QEhJ4SN6,2026-07-22T05:29:11.303387,2026-07-22,2026-07-26
2026-07-23,军事训练—琼航警131/26,海南海事局,07/24 0800 至 07/27 1800,4,"19.1892,111.95; 17.065,114.0767; 16.0253,112.9395; 18.1703,110.8",19-11.35N 111-57.00E; 17-03.90N 114-04.60E; 16-01.52N 112-56.37E; 18-10.22N 110-48.0E,琼航警131/26，南海，2026年7月24日0800时至2026年7月27日1800时，在19-11.35N 111-57.00E、17-03.90N 114-04.60E、16-01.52N 112-56.37E、18-10.22N 110-48.0E诸点连线范围内进行军事训练。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/764c2b643c604e05837ed6e5fc9d9712.html?hav=1jWj6r2hy2JdK4HeUuSclZaQ0R,2026-07-24T05:30:20.058113,2026-07-24,2026-07-27
2026-07-23,MILITARY EXERCISES—HN126/26,海南海事局,,4,"19.1892,111.95; 17.065,114.0767; 16.0253,112.9395; 18.1703,110.8",19-11.35N 111-57.00E; 17-03.90N 114-04.60E; 16-01.52N 112-56.37E; 18-10.22N 110-48.00E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 海南海事局 MILITARY EXERCISES—HN126/26 来源：三沙海事局 文号：HN126/26 发布时间：2026-07-23 17:48 [字体： 大 中 小 ] 分享到： HN126/26 SOUTH CHINA SEA MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 19-11.35N 111-57.00E,17-03.90N 114-04.60E,16-01.52N 112-56.37E,18-10.22N 110-48.00E FROM 240000 U",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/20fecc1d86a78019.html?hav=1jWj6r2hy2JdK4HeUuSclZaQ0R,2026-07-24T05:30:18.106498,,
2026-07-23,火箭发射—琼航警130/26,海南海事局,08/04-08/05 每日 1550-1750,1,"19.6,110.93",19-36.00N 110-55.80E,琼航警130/26，南海，自8月4日至8月5日，每日1550时至1750时，在以19-36.00N 110-55.80E为中心，5.4海里为半径的圆形区域内进行火箭发射，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/172484fe65824f95aeedea2f3d41cb71.html?hav=1jWj6r2hy2JdK4HeUo0yzVO4he,2026-07-23T05:34:34.947871,2026-08-04,2026-08-05
2026-07-23,MILITARY EXERCISES—HN127/26,海南海事局,,4,"17.643,108.9712; 18.0967,109.8412; 17.277,110.33; 16.8245,109.4597",17-38.58N 108-58.27E; 18-05.80N 109-50.47E; 17-16.62N 110-19.80E; 16-49.47N 109-27.58E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 海南海事局 MILITARY EXERCISES—HN127/26 来源：三亚海事局 文号：HN127/26 发布时间：2026-07-23 22:28 [字体： 大 中 小 ] 分享到： HN127/26 SOUTH CHINA SEA MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 17-38.58N 108-58.27E、18-05.80N 109-50.47E、17-16.62N 110-19.80E、16-49.47N 109-27.58E  AND  IN AREA,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/0b395b04c81eb209.html?hav=1jWj6r2hy2JdK4Hea82VLJ3lws,2026-07-24T05:30:12.195010,,
2026-07-23,MILITARY EXERCISES—ZJ283/26,浙江海事局,,3,"28.9833,121.9333; 29.1333,122.2667; 29.1333,122.9167",28-59.00N 121-56.00E; 29-08.00N 122-16.00E; 29-08.00N 122-55.00E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 浙江海事局 MILITARY EXERCISES—ZJ283/26 来源：浙江海事局 文号：ZJ283/26 发布时间：2026-07-23 10:00 [字体： 大 中 小 ] 分享到： ZJ283/26 EAST CHINA SEA MILITARY EXERCISES IN AREA  BOUNDED  BY  THE  LINES  JOINING （1）28-59.00N 121-56.00E, （2）29-08.00N 122-16.00E, （3）29-08.00N 122-55.00E, （4）28-19.00N 122-5",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/719a6d06394e49f4.html?hav=1jWj6r2hy2JdK4HeUlR7muE4zB,2026-07-23T05:33:55.668575,,
2026-07-23,军事训练—琼航警132/26,海南海事局,07/24 0000 至 07/31 2400,8,"17.643,108.9712; 18.0967,109.8412; 17.277,110.33; 16.8245,109.4597; 18.7313,110.5503; 18.2183,111.3333; 17.4803,110.7662; 17.9947,109.9817",17-38.58N 108-58.27E; 18-05.80N 109-50.47E; 17-16.62N 110-19.80E; 16-49.47N 109-27.58E; 18-43.88N 110-33.02E; 18-13.10N 111-20.00E; 17-28.82N 110-45.97E; 17-59.68N 109-58.90E,琼航警132/26，南海，2026年7月24日0000时至2026年7月31日2400时，在17-38.58N 108-58.27E、18-05.80N 109-50.47E、17-16.62N 110-19.80E、16-49.47N 109-27.58E诸点连线水域范围以及18-43.88N 110-33.02E、18-13.10N 111-20.00E、17-28.82N 110-45.97E、17-59.68N 109-58.90E诸点连线水域范围内进行军事训练，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/7744aceb0a14451aaaa1ba4fe60ae1d2.html?hav=1jWj6r2hy2JdK4Hea82VLJ3lws,2026-07-24T05:30:15.531664,2026-07-24,2026-07-31
2026-07-23,军事演习—浙航警654/26,浙江海事局,07/24 0400 至 07/25 1800,11,"28.9833,121.9333; 29.1333,122.2667; 29.1333,122.9167; 28.3167,122.9167; 27.5883,122.4953; 27.45,122.1783; 27.45,121.4667; 27.7917,121.1333; 27.8667,121.1333; 28.05,121.5; 28.4333,121.9333",28-59.00N 121-56.00E; 29-08.00N 122-16.00E; 29-08.00N 122-55.00E; 28-19.00N 122-55.00E; 27-35.30N 122-29.72E; 27-27.00N 122-10.70E; 27-27.00N 121-28.00E; 27-47.50N 121-08.00E; 27-52.00N 121-08.00E; 28-03.00N 121-30.00E; 28-26.00N 121-56.00E,"浙航警654/26，东海，7月24日0400时至25日1800时，在（1）28-59.00N 121-56.00E, （2）29-08.00N 122-16.00E, （3）29-08.00N 122-55.00E, （4）28-19.00N 122-55.00E, （5）27-35.30N 122-29.72E, （6）27-27.00N 122-10.70E, （7）27-27.00N 121-28.00E, （8）27-47.50N 121-08.00E, （9）27-52.00N 121-08.00E, （10）28-03.00N 121-30.00E, （11）28-26.00N 121-56.00E十一点连线水域范围内进行军事训练。禁止驶入。",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/fee213c9a12b462a820cf294ddb79efa.html?hav=1jWj6r2hy2JdK4HeUlR7muE4zB,2026-07-23T05:33:57.626802,2026-07-24,2026-07-25
2026-07-23,舟山中块岛水域军事活动—浙航警655/26,浙江海事局,07/24-07/25 每日 0700-2200,4,"30.4633,122.9075; 30.4633,122.9712; 30.4092,122.97; 30.4092,122.9075",30-27.80N 122-54.45E; 30-27.80N 122-58.27E; 30-24.55N 122-58.20E; 30-24.55N 122-54.45E,浙航警655/26，东海，7月24日至25日每日0700时至2200时在30-27.80N 122-54.45E，30-27.80N 122-58.27E，30-24.55N 122-58.20E和30-24.55N 122-54.45E诸点连线范围内水域，进行军事射击训练，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/5219930c9e2d492398d4e14bcf7387aa.html?hav=1jWj6r2hy2JdK4HeUtAhEt85GH,2026-07-24T05:29:28.266229,2026-07-24,2026-07-25
2026-07-23,ZHOUSHAN ZHONGKUAI ISLAND MILITARY ACTIVITY—ZJ284/26,浙江海事局,,3,"30.4633,122.9075; 30.4633,122.9712; 30.4092,122.97",30-27.80N 122-54.45E; 30-27.80N 122-58.27E; 30-24.55N 122-58.20E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 浙江海事局 ZHOUSHAN ZHONGKUAI ISLAND MILITARY ACTIVITY—ZJ284/26 来源：舟山海事局 文号：ZJ284/26 发布时间：2026-07-23 16:40 [字体： 大 中 小 ] 分享到： ZJ284/26 EAST CHINA SEA  GUN FIRING IN AREA BOUNDED BY THE LINES JOINING 30-27.80N 122-54.45E，30-27.80N 122-58.27E，30-24.55N 122-58.20E AND 30-24.55N 122,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/ec02b7a6e0c3bf97.html?hav=1jWj6r2hy2JdK4HeUtAhEt85GH,2026-07-24T05:29:31.005674,,
2026-07-24,军事任务—辽航警320/26,辽宁海事局,07/26 1600 至 08/02 1600,4,"38.8617,121.6367; 38.57,121.6367; 38.565,121.1317; 38.8033,121.235",38-51.7N121-38.2E; 38-34.2N121-38.2E; 38-33.9N121-07.9E; 38-48.2N121-14.1E,辽航警320/26，渤海海峡黄海北部，自7月26日1600时至8月2日1600时在38-51.7N121-38.2E、38-34.2N121-38.2E、38-33.9N121-07.9E、38-48.2N121-14.1E诸点连线范围内执行军事任务。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/61bee02fbd5848de9a992e14365f7961.html?hav=1jWj6r2hy2JdK5kP3RBYjNeant,2026-07-25T05:23:19.807217,2026-07-26,2026-08-02
2026-07-24,实弹射击—辽航警318/26,辽宁海事局,07/27-08/13 每日 0600-2400,4,"39.0763,121.3837; 39.0763,121.4032; 39.052,121.4032; 39.052,121.3837",39-04.58N121-23.02E; 39-04.58N121-24.19E; 39-03.12N121-24.19E; 39-03.12N121-23.02E,辽航警318/26，渤海，自7月27日至8月13日每天0600时至2400时在39-04.58N121-23.02E、39-04.58N121-24.19E、39-03.12N121-24.19E、39-03.12N121-23.02E诸点连线范围内执行实弹射击。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/680e466cd77c4fd9be353ed7fa3e0382.html?hav=1jWj6r2hy2JdK5kP3RBYjNeajj,2026-07-25T05:23:24.805877,2026-07-27,2026-08-13
2026-07-24,实弹射击—辽航警319/26,辽宁海事局,07/27 0800 至 07/29 1730,4,"38.5917,122.2167; 38.5917,122.4917; 38.5,122.4917; 38.5,122.2167",38-35.5N122-13.0E; 38-35.5N122-29.5E; 38-30.0N122-29.5E; 38-30.0N122-13.0E,辽航警319/26，黄海北部，自7月27日0800时至29日1730时在38-35.5N122-13.0E、38-35.5N122-29.5E、38-30.0N122-29.5E、38-30.0N122-13.0E诸点连线范围内执行实弹射击。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/471f40ac206240a5a9a9ba4063836667.html?hav=1jWj6r2hy2JdK5kP3RBYjNeajp,2026-07-25T05:23:22.756925,2026-07-27,2026-07-29
2026-07-24,MILITARY MISSION—LN276/26,辽宁海事局,,4,"38.8617,121.6367; 38.57,121.6367; 38.565,121.1317; 38.8033,121.235",38-51.7N121-38.2E; 38-34.2N121-38.2E; 38-33.9N121-07.9E; 38-48.2N121-14.1E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 MILITARY MISSION—LN276/26 来源：大连海事局 文号：LN276/26 发布时间：2026-07-24 14:46 [字体： 大 中 小 ] 分享到： LN276/26 BOHAI STRAIT AND NORTH YELLOW SEA MILITARY MISSION IN AREA BOUNDED BY THE LINES JOINING 38-51.7N121-38.2E,38-34.2N121-38.2E,38-33.9N121-07.9E,38-48.2N121-14.1E FROM 260800",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/5aac1dcd2255727e.html?hav=1jWj6r2hy2JdK5kP3RBYjNeant,2026-07-25T05:23:17.820626,,
2026-07-25,BOHAI SEA MILITARY EXERCISES—LN277/26,辽宁海事局,,4,"40.5765,120.8455; 40.5765,120.8712; 40.5568,120.8712; 40.5568,120.8455",40-34.59N 120-50.73E; 40-34.59N 120-52.27E; 40-33.41N 120-52.27E; 40-33.41N 120-50.73E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 BOHAI SEA MILITARY EXERCISES—LN277/26 来源：葫芦岛海事局 文号：LN277/26 发布时间：2026-07-25 16:37 [字体： 大 中 小 ] 分享到： LN277/26 BOHAI SEA MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 40-34.59N 120-50.73E,40-34.59N 120-52.27E,40-33.41N 120-52.27E AND 40-33.41N 120-50.73E FROM",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/5f69c751887e0ca2.html?hav=1jWj6r2hy2JdK7D9c4M8FFKYsa,2026-07-25T12:06:35.120808,,
2026-07-25,渤海军事演习—辽航警321/26,辽宁海事局,07/26 0430 至 07/27 1800,4,"40.5765,120.8455; 40.5765,120.8712; 40.5568,120.8712; 40.5568,120.8455",40-34.59N 120-50.73E; 40-34.59N 120-52.27E; 40-33.41N 120-52.27E; 40-33.41N 120-50.73E,辽航警321/26，渤海，自7月26日0430时至27日1800时在40-34.59N 120-50.73E、40-34.59N 120-52.27E、40-33.41N 120-52.27E和40-33.41N 120-50.73E诸点连线范围内进行军事演习。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/377cb5fa56114462b6da6bc743ac39c0.html?hav=1jWj6r2hy2JdK7D9c4M8FFKYsa,2026-07-25T12:06:31.873803,2026-07-26,2026-07-27
2026-07-26,渤海军事演习—辽航警322/26,辽宁海事局,07/27 1000-1900,4,"40.6925,120.9927; 40.6922,121.0533; 40.6633,121.0537; 40.6638,120.9922",40-41.55N 120-59.56E; 40-41.53N 121-03.20E; 40-39.80N 121-03.22E; 40-39.83N 120-59.53E,辽航警322/26，渤海，自7月27日1000时至27日1900时在40-41.55N 120-59.56E、40-41.53N 121-03.20E、40-39.80N 121-03.22E和40-39.83N 120-59.53E诸点连线范围内进行军事演习。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/e31b94304e4e45c59d7714ce03b42557.html?hav=1jWj6r2hy2JdK8fuAdev6gH06c,2026-07-26T09:50:57.249032,2026-07-27,2026-07-27
2026-07-26,BOHAI SEA MILITARY EXERCISES—LN278/26,辽宁海事局,07/27 0200-1100,4,"40.6925,120.9927; 40.6922,121.0533; 40.6633,121.0537; 40.6638,120.9922",40-41.55N 120-59.56E; 40-41.53N 121-03.20E; 40-39.80N 121-03.22E; 40-39.83N 120-59.53E,"发布时间：2026-07-26 15:11 [字体： 大 中 小 ] 分享到： LN278/26 BOHAI SEA MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 40-41.55N 120-59.56E,40-41.53N 121-03.20E,40-39.80N 121-03.22E AND 40-39.83N 120-59.53E FROM 270200UTC TO 271100UTC JUL. ENTERING PROHIBITED.LIAONING MSA CHINA.",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/c507530941b1406c.html?hav=1jWj6r2hy2JdK8fuAdev6gH06c,2026-07-26T09:50:55.323892,2026-07-27,2026-07-27
